"ACC_NUCCORE","Contig","mash_dist","sig","mash_hits","length","bin","coeffvars","counts","means","sdv","max_cov","min_cov","order","Description","classification","bin_length","Species","topology","n_genes","genetic_code","plasmid_score","fdr","n_hallmarks","marker_enrichment","conjugation_genes","amr_genes","Accession","UID_NUCCORE","Description_NUCCORE","CreateDate_NUCCORE","Topology_NUCCORE","Completeness_NUCCORE","TaxonID_NUCCORE","Genome_NUCCORE","Length_NUCCORE","Source_NUCCORE","UID_ASSEMBLY","Status_ASSEMBLY","SeqReleaseDate_ASSEMBLY","SubmissionDate_ASSEMBLY","Latest_ASSEMBLY","UID_BIOSAMPLE","ACC_BIOSAMPLE","Location_BIOSAMPLE","Coordinates_BIOSAMPLE","IsolationSource_BIOSAMPLE","Host_BIOSAMPLE","CollectionDate_BIOSAMPLE","Host_DISEASE","SamplType_BIOSAMPLE","taxon_name","taxon_rank","lineage","taxon_species_id","taxon_species_name","taxon_genus_id","taxon_genus_name","taxon_family_id","taxon_family_name","taxon_order_id","taxon_order_name","taxon_class_id","taxon_class_name","taxon_phylum_id","taxon_phylum_name","taxon_superkingdom_id","taxon_superkingdom_name","loc_lat","loc_lng","loc_parsed","GC_NUCCORE","Identical","OldVersion","hits_rMLST","hitscount_rMLST","inclusions","Host_BIOSAMPLE_processed","Host_DISEASE_processed","D1","D2","plasmidfinder","pmlst","relaxase_type.s.","mpf_type"
"LR962096.1","contig_19689",0.0824989,"0","97/1000",5495,"bin_74",5.67632910918675,14,8.95638654683769,50.8393976689433,386.859719186144,0,"genus","Streptococcus","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas micra",8107652,"s__Parvimonas micra","No terminal repeats",6,11,0.8539,NA,0,0,NA,NA,"LR962096.1",1963758378,"Enterococcus faecalis isolate 26975_1#268 genome assembly, plasmid: 4","2021/01/25","linear","",1351,"plasmid",809,"INSDC",9187581,"Complete Genome","2021/01/27 00:00","2021/01/27 00:00","True",17067077,"SAMEA7491141","","","","","","","","Enterococcus faecalis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus",1351,"Enterococcus faecalis",1350,"Enterococcus",81852,"Enterococcaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",36.3411619283066,"","","",0,"","","",-0.3741179,7.3468637,"","","",""
"LR962096.1","contig_18333",0.0716227,"0","125/1000",4595,"bin_38",5.35548912648083,8,0.344686741812745,1.84596609782026,14.1099409097401,0,"no rank","root","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri","No terminal repeats",8,11,0.9518,NA,0,0.5357,NA,NA,"LR962096.1",1963758378,"Enterococcus faecalis isolate 26975_1#268 genome assembly, plasmid: 4","2021/01/25","linear","",1351,"plasmid",809,"INSDC",9187581,"Complete Genome","2021/01/27 00:00","2021/01/27 00:00","True",17067077,"SAMEA7491141","","","","","","","","Enterococcus faecalis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus",1351,"Enterococcus faecalis",1350,"Enterococcus",81852,"Enterococcaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",36.3411619283066,"","","",0,"","","",-0.3741179,7.3468637,"","","",""
"LR962096.1","contig_19690",0.0811785,"0","100/1000",5507,"bin_74",5.9344391290195,16,11.0106475458523,65.3420176319486,500.994577097696,0,"genus","Streptococcus","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas micra",8107652,"s__Parvimonas micra","No terminal repeats",8,11,0.8689,NA,0,0,NA,NA,"LR962096.1",1963758378,"Enterococcus faecalis isolate 26975_1#268 genome assembly, plasmid: 4","2021/01/25","linear","",1351,"plasmid",809,"INSDC",9187581,"Complete Genome","2021/01/27 00:00","2021/01/27 00:00","True",17067077,"SAMEA7491141","","","","","","","","Enterococcus faecalis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus",1351,"Enterococcus faecalis",1350,"Enterococcus",81852,"Enterococcaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",36.3411619283066,"","","",0,"","","",-0.3741179,7.3468637,"","","",""
"LR962096.1","contig_26099",0.0968463,"0","70/1000",8927,"bin_11",5.24624474953283,19,17.2574735731476,90.5369301233272,528.802557888704,0,"genus","Streptococcus","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanogingivalaceae;g__Nanogingivalis;s__",7159655,"s__","No terminal repeats",10,11,0.9932,NA,0,3.9722,NA,NA,"LR962096.1",1963758378,"Enterococcus faecalis isolate 26975_1#268 genome assembly, plasmid: 4","2021/01/25","linear","",1351,"plasmid",809,"INSDC",9187581,"Complete Genome","2021/01/27 00:00","2021/01/27 00:00","True",17067077,"SAMEA7491141","","","","","","","","Enterococcus faecalis","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus",1351,"Enterococcus faecalis",1350,"Enterococcus",81852,"Enterococcaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",36.3411619283066,"","","",0,"","","",-0.3741179,7.3468637,"","","",""
"NC_001384.1","contig_25710",0.0305785,"0","357/1000",9617,"bin_71",5.5708791442732,6,6.01790231939743,33.5250065234045,229.123205948924,0,"superkingdom","Bacteria","d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__",1307663,"s__","No terminal repeats",13,11,0.9921,NA,0,5.0621,NA,"NF000027","NC_001384.1",9507338,"Staphylococcus aureus plasmid pUB110, complete sequence","1993/04/26","circular","complete",1280,"plasmid",4548,"RefSeq",NA,"","","","",14227789,"SAMN14227789","","","","","","","","Staphylococcus aureus","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus",1280,"Staphylococcus aureus",1279,"Staphylococcus",90964,"Staphylococcaceae",1385,"Bacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",35.7080035180299,"M19465.1","","",0,"","","",-3.1381857,8.389911,"rep22_1b_repB(pAMalpha1), AF503772, ","","MOBV",""
"NC_002136.1","contig_9869",0.051337,"0","205/1000",2842,"bin_11",4.82378261609624,8,3.31275200799877,15.9799955476224,107.295700669834,0,"superkingdom","Bacteria","d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Nanogingivalaceae;g__Nanogingivalis;s__",7159655,"s__","No terminal repeats",5,11,0.9868,NA,0,2.4036,NA,NA,"NC_002136.1",10956209,"Streptococcus agalactiae plasmid pIP501, complete sequence","1994/07/13","circular","complete",1311,"plasmid",5842,"RefSeq",NA,"","","","",NA,"","","","","","","","","Streptococcus agalactiae","species","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus",1311,"Streptococcus agalactiae",1301,"Streptococcus",1300,"Streptococcaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",33.6015063334475,"","","",0,"","","",9.932463,3.1199098,"rep1_3_repR(pGB354), U83488, ","","",""
"NC_004058.1","contig_18819",0.0955937,"0","72/1000",8702,"bin_38",6.8225608213116,5,0.227879230759842,1.55471991177272,12.0942828316798,0,"family","Pasteurellaceae","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri","No terminal repeats",19,11,0.9766,NA,0,1.5188,NA,NA,"NC_004846.1",21628923,"Haemophilus influenzae biotype aegyptius plasmid pF3028, complete sequence","2002/06/26","circular","complete",725,"plasmid",32379,"RefSeq",NA,"","","","",14224753,"SAMN14224753","","","","","","","","Haemophilus influenzae biotype aegyptius","biotype","cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus influenzae",727,"Haemophilus influenzae",724,"Haemophilus",712,"Pasteurellaceae",135625,"Pasteurellales",1236,"Gammaproteobacteria",1224,"Proteobacteria",2,"Bacteria",NA,NA,"",36.6657401402143,"AF469177.1","","",0,"","","",6.35889,7.614154,"","","MOBP","MPF_T"
"NC_004846.1","contig_21438",0.0680698,"0","136/1000",13750,"bin_38",7.81024967590666,1,0.274625310460985,2.14489224202367,16.7521439381201,0,"class","Gammaproteobacteria","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri","No terminal repeats",22,11,0.9818,NA,1,4.8157,"MOBP1",NA,"NC_004058.1",31983465,"Haemophilus influenzae biotype aegyptius plasmid pF3031, complete sequence","2003/06/19","circular","complete",725,"plasmid",32433,"RefSeq",NA,"","","","",14224758,"SAMN14224758","","","","","","","","Haemophilus influenzae biotype aegyptius","biotype","cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus influenzae",727,"Haemophilus influenzae",724,"Haemophilus",712,"Pasteurellaceae",135625,"Pasteurellales",1236,"Gammaproteobacteria",1224,"Proteobacteria",2,"Bacteria",NA,NA,"",36.6509419418494,"AF447808.1","","",0,"","","",6.361979,7.6444836,"","","MOBP","MPF_T"
"NC_004846.1","contig_22839",0.0887833,"0","84/1000",6871,"bin_38",5.48730175343974,10,0.303394935635042,1.6648195622949,12.6082734992433,0,"class","Gammaproteobacteria","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri","No terminal repeats",9,11,0.7501,NA,0,0,NA,NA,"NC_004846.1",31983465,"Haemophilus influenzae biotype aegyptius plasmid pF3031, complete sequence","2003/06/19","circular","complete",725,"plasmid",32433,"RefSeq",NA,"","","","",14224758,"SAMN14224758","","","","","","","","Haemophilus influenzae biotype aegyptius","biotype","cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus influenzae",727,"Haemophilus influenzae",724,"Haemophilus",712,"Pasteurellaceae",135625,"Pasteurellales",1236,"Gammaproteobacteria",1224,"Proteobacteria",2,"Bacteria",NA,NA,"",36.6509419418494,"AF447808.1","","",0,"","","",6.361979,7.6444836,"","","MOBP","MPF_T"
"NC_006529.1","contig_5234",0.0683793,"0","135/1000",22002,"bin_38",6.57018379440607,4,3.82744585792073,25.1470227496774,195.40532158015,0,"superkingdom","Bacteria","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri","No terminal repeats",21,11,0.9937,NA,1,11.8913,NA,NA,"NC_006529.1",56707107,"Ligilactobacillus salivarius UCC118 plasmid pSF118-20, complete sequence","2004/12/17","circular","complete",362948,"plasmid",20417,"RefSeq",30488,"Complete Genome","2006/03/30 00:00","2006/03/30 00:00","True",2604111,"SAMN02604111","","","","","","","","Ligilactobacillus salivarius UCC118","strain","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Ligilactobacillus; Ligilactobacillus salivarius",1624,"Ligilactobacillus salivarius",2767887,"Ligilactobacillus",33958,"Lactobacillaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",39.1095655581134,"AF488831.1","","",0,"","","",14.473222,5.0134444,"rep38_1_rep(pLBUC03), CP002655, ","","MOBQ",""
"NC_006530.1","contig_16052",0.0774628,"0","109/1000",6224,"bin_38",5.67638658255911,7,0.55909281431419,3.17362694957828,23.4076603113396,0,"phylum","Bacillota","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri",20557057,"s__Lactobacillus gasseri","No terminal repeats",9,11,0.9828,NA,0,0.4876,NA,NA,"NC_006530.1",56707135,"Ligilactobacillus salivarius UCC118 plasmid pSF118-44, complete sequence","2004/12/17","circular","complete",362948,"plasmid",44013,"RefSeq",30488,"Complete Genome","2006/03/30 00:00","2006/03/30 00:00","True",2604111,"SAMN02604111","","","","","","","","Ligilactobacillus salivarius UCC118","strain","cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Ligilactobacillus; Ligilactobacillus salivarius",1624,"Ligilactobacillus salivarius",2767887,"Ligilactobacillus",33958,"Lactobacillaceae",186826,"Lactobacillales",91061,"Bacilli",1239,"Firmicutes",2,"Bacteria",NA,NA,"",39.5814872878468,"AF488832.1","","",0,"","","",14.437528,4.953245,"","","MOBQ",""
